"sample_id","subject","group_arm","timepoint","group_id","ME"
"S21_T3","LR_S21","LR","T3","blue",0.000786926761987751
"S30_T3","LR_S30","LR","T3","blue",-0.0536701588845349
"S03_T1","HR_S03","HR","T1","brown",0.342211652106226
"S10_T1","HR_S10","HR","T1","brown",-0.00288483119433891
"S16_T1","HR_S16","HR","T1","brown",0.0998161065612617
"S22_T1","HR_S22","HR","T1","brown",0.299174145721148
"S24_T1","HR_S24","HR","T1","brown",-0.238699721126124
"S27_T1","HR_S27","HR","T1","brown",0.025441510328037
"S28_T1","HR_S28","HR","T1","brown",-3.408414257637e-17
"S04_T1","LR_S04","LR","T1","brown",-0.0308089822065128
"S05_T1","LR_S05","LR","T1","brown",-0.0755459732392456
"S06_T1","LR_S06","LR","T1","brown",-0.0713264895725257
"S12_T1","LR_S12","LR","T1","brown",0.0839395649883319
"S14_T1","LR_S14","LR","T1","brown",-0.0893969141124554
"S17_T1","LR_S17","LR","T1","brown",0.175860021329675
"S21_T1","LR_S21","LR","T1","brown",0.173482030221362
"S30_T1","LR_S30","LR","T1","brown",0.150636860543007
"S03_T2","HR_S03","HR","T2","brown",-0.174924199275099
"S10_T2","HR_S10","HR","T2","brown",0.023061913392465
"S16_T2","HR_S16","HR","T2","brown",-0.116922592212562
"S22_T2","HR_S22","HR","T2","brown",-0.301555301106635
"S24_T2","HR_S24","HR","T2","brown",0.0306571159775141
"S27_T2","HR_S27","HR","T2","brown",-0.0464869748239614
"S29_T2","HR_S29","HR","T2","brown",-0.065439851003662
"S04_T2","LR_S04","LR","T2","brown",-0.196173726229868
"S05_T2","LR_S05","LR","T2","brown",0.114595085952195
"S06_T2","LR_S06","LR","T2","brown",0.0213596059100385
"S12_T2","LR_S12","LR","T2","brown",0.109016181603551
"S14_T2","LR_S14","LR","T2","brown",0.173821227520664
"S17_T2","LR_S17","LR","T2","brown",0.145986150729603
"S21_T2","LR_S21","LR","T2","brown",-0.202213229545783
"S30_T2","LR_S30","LR","T2","brown",-0.183589247826381
"S03_T3","HR_S03","HR","T3","brown",-0.167287452831127
"S10_T3","HR_S10","HR","T3","brown",-0.0201770821981255
"S16_T3","HR_S16","HR","T3","brown",0.0171064856513002
"S22_T3","HR_S22","HR","T3","brown",0.00238115538548664
"S24_T3","HR_S24","HR","T3","brown",0.208042605148609
"S27_T3","HR_S27","HR","T3","brown",0.0210454644959243
"S29_T3","HR_S29","HR","T3","brown",0.0654398510036624
"S04_T3","LR_S04","LR","T3","brown",0.226982708436381
"S05_T3","LR_S05","LR","T3","brown",-0.0390491127129495
"S06_T3","LR_S06","LR","T3","brown",0.0499668836624866
"S12_T3","LR_S12","LR","T3","brown",-0.192955746591882
"S14_T3","LR_S14","LR","T3","brown",-0.0844243134082084
"S17_T3","LR_S17","LR","T3","brown",-0.321846172059278
"S21_T3","LR_S21","LR","T3","brown",0.0287311993244194
"S30_T3","LR_S30","LR","T3","brown",0.0329523872833735
"S03_T1","HR_S03","HR","T1","green",0.114088624714433
"S10_T1","HR_S10","HR","T1","green",0.216779245968591
"S16_T1","HR_S16","HR","T1","green",-0.0153727590574872
"S22_T1","HR_S22","HR","T1","green",0.00729785563568382
"S24_T1","HR_S24","HR","T1","green",0.215147394566982
"S27_T1","HR_S27","HR","T1","green",0.074312138248228
"S28_T1","HR_S28","HR","T1","green",1.95957425059801e-17
"S04_T1","LR_S04","LR","T1","green",-0.0468718720406997
"S05_T1","LR_S05","LR","T1","green",0.0087577345707919
"S06_T1","LR_S06","LR","T1","green",-0.0238478302063984
"S12_T1","LR_S12","LR","T1","green",0.026987415841672
"S14_T1","LR_S14","LR","T1","green",0.354529251202345
"S17_T1","LR_S17","LR","T1","green",-0.01893128695377
"S21_T1","LR_S21","LR","T1","green",-0.0229598021162167
"S30_T1","LR_S30","LR","T1","green",0.0224415999086805
"S03_T2","HR_S03","HR","T2","green",0.0790341196036505
"S10_T2","HR_S10","HR","T2","green",0.276181751854969
"S16_T2","HR_S16","HR","T2","green",0.0727803573685377
"S22_T2","HR_S22","HR","T2","green",0.153668516618129
"S24_T2","HR_S24","HR","T2","green",0.196137505291284
"S27_T2","HR_S27","HR","T2","green",-0.0251992740379626
"S29_T2","HR_S29","HR","T2","green",-0.00378258435579141
"S04_T2","LR_S04","LR","T2","green",0.0976726963936458
"S05_T2","LR_S05","LR","T2","green",0.045298065818627
"S06_T2","LR_S06","LR","T2","green",0.0556333946041749
"S12_T2","LR_S12","LR","T2","green",0.0014415152295545
"S14_T2","LR_S14","LR","T2","green",-0.163082142541159
"S17_T2","LR_S17","LR","T2","green",0.083314324349513
"S21_T2","LR_S21","LR","T2","green",0.0909458560595976
"S30_T2","LR_S30","LR","T2","green",0.078507745341874
"S03_T3","HR_S03","HR","T3","green",-0.193122744318083
"S10_T3","HR_S10","HR","T3","green",-0.49296099782356
"S16_T3","HR_S16","HR","T3","green",-0.057407598311051
"S22_T3","HR_S22","HR","T3","green",-0.160966372253812
"S24_T3","HR_S24","HR","T3","green",-0.411284899858266
"S27_T3","HR_S27","HR","T3","green",-0.0491128642102655
"S29_T3","HR_S29","HR","T3","green",0.00378258435579135
"S04_T3","LR_S04","LR","T3","green",-0.0508008243529464
"S05_T3","LR_S05","LR","T3","green",-0.0540558003894188
"S06_T3","LR_S06","LR","T3","green",-0.031785564397776
"S12_T3","LR_S12","LR","T3","green",-0.0284289310712264
"S14_T3","LR_S14","LR","T3","green",-0.191447108661186
"S17_T3","LR_S17","LR","T3","green",-0.0643830373957431
"S21_T3","LR_S21","LR","T3","green",-0.067986053943381
"S30_T3","LR_S30","LR","T3","green",-0.100949345250554
"S03_T1","HR_S03","HR","T1","turquoise",-0.0293830793393058
"S10_T1","HR_S10","HR","T1","turquoise",-0.10113752916235
"S16_T1","HR_S16","HR","T1","turquoise",0.195183728318443
"S22_T1","HR_S22","HR","T1","turquoise",-0.138072877745016
"S24_T1","HR_S24","HR","T1","turquoise",-0.0154418804359514
"S27_T1","HR_S27","HR","T1","turquoise",-0.0221570247016169
"S28_T1","HR_S28","HR","T1","turquoise",-6.63226797700117e-18
"S04_T1","LR_S04","LR","T1","turquoise",-0.0107423983622638
"S05_T1","LR_S05","LR","T1","turquoise",-0.0256710456935557
"S06_T1","LR_S06","LR","T1","turquoise",0.0154447617741154
"S12_T1","LR_S12","LR","T1","turquoise",-0.07856279394546
"S14_T1","LR_S14","LR","T1","turquoise",-0.242221772163937
"S17_T1","LR_S17","LR","T1","turquoise",-0.116924221304693
"S21_T1","LR_S21","LR","T1","turquoise",0.0979826782342258
"S30_T1","LR_S30","LR","T1","turquoise",-0.242666014813208
"S03_T2","HR_S03","HR","T2","turquoise",-0.047049218312853
"S10_T2","HR_S10","HR","T2","turquoise",-0.0950003355746751
"S16_T2","HR_S16","HR","T2","turquoise",-0.153596424389651
"S22_T2","HR_S22","HR","T2","turquoise",-0.155408809411843
"S24_T2","HR_S24","HR","T2","turquoise",0.05865280195924
"S27_T2","HR_S27","HR","T2","turquoise",0.0260843313619672
"S29_T2","HR_S29","HR","T2","turquoise",0.0229299412165233
"S04_T2","LR_S04","LR","T2","turquoise",-0.127700140566396
"S05_T2","LR_S05","LR","T2","turquoise",-0.0785146530043594
"S06_T2","LR_S06","LR","T2","turquoise",-0.0669710868391394
"S12_T2","LR_S12","LR","T2","turquoise",-0.136940204529813
"S14_T2","LR_S14","LR","T2","turquoise",-0.0802875548592735
"S17_T2","LR_S17","LR","T2","turquoise",-0.154108564561716
"S21_T2","LR_S21","LR","T2","turquoise",-0.179966917092935
"S30_T2","LR_S30","LR","T2","turquoise",-0.181772411898434
"S03_T3","HR_S03","HR","T3","turquoise",0.0764322976521588
"S10_T3","HR_S10","HR","T3","turquoise",0.196137864737025
"S16_T3","HR_S16","HR","T3","turquoise",-0.0415873039287923
"S22_T3","HR_S22","HR","T3","turquoise",0.293481687156858
"S24_T3","HR_S24","HR","T3","turquoise",-0.0432109215232885
"S27_T3","HR_S27","HR","T3","turquoise",-0.00392730666035037
"S29_T3","HR_S29","HR","T3","turquoise",-0.0229299412165234
"S04_T3","LR_S04","LR","T3","turquoise",0.13844253892866
"S05_T3","LR_S05","LR","T3","turquoise",0.104185698697915
"S06_T3","LR_S06","LR","T3","turquoise",0.0515263250650238
"S12_T3","LR_S12","LR","T3","turquoise",0.215502998475273
"S14_T3","LR_S14","LR","T3","turquoise",0.322509327023211
"S17_T3","LR_S17","LR","T3","turquoise",0.271032785866408
"S21_T3","LR_S21","LR","T3","turquoise",0.0819842388587089
"S30_T3","LR_S30","LR","T3","turquoise",0.424438426711643
"S03_T1","HR_S03","HR","T1","yellow",-0.334096383651682
"S10_T1","HR_S10","HR","T1","yellow",0.0333936193867844
"S16_T1","HR_S16","HR","T1","yellow",-0.027987262687305
"S22_T1","HR_S22","HR","T1","yellow",-0.31078114842258
"S24_T1","HR_S24","HR","T1","yellow",0.25426908739864
"S27_T1","HR_S27","HR","T1","yellow",-0.102904002390403
"S28_T1","HR_S28","HR","T1","yellow",-3.50081701260996e-17
"S04_T1","LR_S04","LR","T1","yellow",-0.00256305732774435
"S05_T1","LR_S05","LR","T1","yellow",0.0409035898638643
"S06_T1","LR_S06","LR","T1","yellow",0.0550564361490551
"S12_T1","LR_S12","LR","T1","yellow",-0.0267867006693681
"S14_T1","LR_S14","LR","T1","yellow",0.16770073268946
"S17_T1","LR_S17","LR","T1","yellow",-0.148787560134823
"S21_T1","LR_S21","LR","T1","yellow",-0.0784554333234841
"S30_T1","LR_S30","LR","T1","yellow",-0.0350778658090279
"S03_T2","HR_S03","HR","T2","yellow",0.262265708179646
"S10_T2","HR_S10","HR","T2","yellow",0.121269218080424
"S16_T2","HR_S16","HR","T2","yellow",0.0562818305280776
"S22_T2","HR_S22","HR","T2","yellow",0.337755425584417
"S24_T2","HR_S24","HR","T2","yellow",0.198460951585387
"S27_T2","HR_S27","HR","T2","yellow",0.0976202873757829
"S29_T2","HR_S29","HR","T2","yellow",0.0264296468452627
"S04_T2","LR_S04","LR","T2","yellow",0.016254541311684
"S05_T2","LR_S05","LR","T2","yellow",-0.124265507113475
"S06_T2","LR_S06","LR","T2","yellow",-0.0215112350687606
"S12_T2","LR_S12","LR","T2","yellow",-0.0243316508198004
"S14_T2","LR_S14","LR","T2","yellow",-0.150138414165403
"S17_T2","LR_S17","LR","T2","yellow",-0.100007259782647
"S21_T2","LR_S21","LR","T2","yellow",0.069866259320702
"S30_T2","LR_S30","LR","T2","yellow",0.153502338208444
"S03_T3","HR_S03","HR","T3","yellow",0.0718306754720362
"S10_T3","HR_S10","HR","T3","yellow",-0.154662837467209
"S16_T3","HR_S16","HR","T3","yellow",-0.0282945678407723
"S22_T3","HR_S22","HR","T3","yellow",-0.026974277161837
"S24_T3","HR_S24","HR","T3","yellow",-0.452730038984027
"S27_T3","HR_S27","HR","T3","yellow",0.00528371501461938
"S29_T3","HR_S29","HR","T3","yellow",-0.0264296468452628
"S04_T3","LR_S04","LR","T3","yellow",-0.0136914839839401
"S05_T3","LR_S05","LR","T3","yellow",0.083361917249611
"S06_T3","LR_S06","LR","T3","yellow",-0.0335452010802945
"S12_T3","LR_S12","LR","T3","yellow",0.0511183514891689
"S14_T3","LR_S14","LR","T3","yellow",-0.0175623185240568
"S17_T3","LR_S17","LR","T3","yellow",0.248794819917469
"S21_T3","LR_S21","LR","T3","yellow",0.00858917400278236
"S30_T3","LR_S30","LR","T3","yellow",-0.118424472399415
